gtin,product_id,price,price_per_unit,price_unit,description,review_count,availability,currency,sku,brand,weight,rating_score,condition,name,category
3600521366035,2542445,10,10,each,"Crème formula helps to blends away grey hair for a natural-looking colour. Leaves your hair full of visible shimmering tones. Includes nourishing conditioner with coconut oil. No ammonia formula for a pleasant smell. Colour lasts up to 28 shampoos. For brown hair.
Achieve natural-looking colour with visible shimmering tones using Casting Crème Gloss. The no-ammonia crème formula blends away grey hair, and provides a luscious smell. Colour lasts up to 28 shampoos.After colouring, the conditioner is enriched with Coconut oil that reveals the richness of your brown hair. It leaves your hair soft and voluptuous with an exceptional shine.",199,OutOfStock,£,77826634,L'Oreal Casting,each,4.2362,NewCondition,L'Oreal Casting Creme Gloss 323 Dark Chocolate Brown Semi Permanent Hair Dye,Toiletries & Beauty
30149502,9019642,11.99,17.13,10ml,"Longwear liquid lipstick. Ultra-lightweight. Intense colour in one coat. Effortless and precise application. Transfer resistant.
Get an intense colour in one stroke with Infallible Matte Resistance longwear liquid lipstick. The ultra-lightweight, creamy formula provides a powdery matte finish that is comfortable all day long. With a precise applicator, lip contour is effortlessly defined. Lips appear smoother. Transfer proof and smudge resistant.",0,InStock,£,1000383191997,L'Oreal Paris,7ml,0,NewCondition,L'Oreal Paris Infallible Matte Resistance Liquid Lipstick 420 Le Rouge Paris,Toiletries & Beauty
3600523500253,5907529,8.95,5.59,10g,null,12,InStock,£,1000000984927,L'Oreal,16g,4,NewCondition,L'Oreal Paris True Match The One Concealer 7W Golden Amber,Toiletries & Beauty
3600523723485,6345147,11.95,3.74,10g,"Lightweight texture. Up to 24 hour hydration. Enriched with natural ingredients: Fig extract, Glycerin, Vitamin E and Pro-vitamin B5. Shade adjusting formula to match skintone and texture. SPF 20 sun protection.
Introducing L'Oréal Paris C'est Magic BB Cream, our ultra-lightweight BB cream for a natural, flawless complexion. The BB cream formula contains mineral pigments which blend seamlessly into the skin, releasing colour upon application to match the skin's unique tone and texture. Enriched with Glycerin to create a light texture with long lasting hydration benefits of up to 24 hours. Infused with natural ingredients Pro-vitamin B5 and Vitamin E, a refreshing antioxidant mix so you are ready to wake up and glow. BB Cream provides SPF 20 sun protection.",146,InStock,£,1000116564033,L'Oreal,31.92g,4.6438,NewCondition,L'Oreal Paris C'est Magic 3 In 1 BB Cream 04 Medium,Toiletries & Beauty
3600524053789,7676053,11,11,each,"90% natural origin hair dye kit. 3X glossier shimmering colour. Optimal 1st grey coverage. Easy to use and perfect for first time colourer. Ammonia Free & lasts up to 28 washes. Includes butter mask with honey to care for your hair whilst you colour.
Say hello to Casting Natural Gloss!A New 90% natural origin* hair dye colouring kit for up to 3X glossier, shimmering colour**. Our new conditioning colouring gloss comes in a No Ammonia formula for a pleasant smell and lasts up to 28 washes for 3x silkier, manageable feel and optimal 1st grey coverage***.Casting Natural Gloss is a low commitment semi permanent hair dye. Perfect for first time colourers to blend away grey hair - provides a natural looking finish. Give your hair lush, seamless, glossy colour that covers those annoying greys. It conditions and smooths each strand, for hair so healthy it shines. Also included is a butter hair mask with honey to care for your hair whilst you colour.*average natural origin of colouring cream, developer and conditioner formulas. For a natural looking result and healthy looking hair that is easy to use and perfect for first time colourers.**after multi-application of the conditioner***instrumental test vs. before colouration",19,InStock,£,1000383170322,L'Oreal,each,4.7895,NewCondition,L'Oreal Paris Casting Natural Gloss Semi Permanent Hair Dye No Amonia Brown Caramel 5.23,Toiletries & Beauty
3600522499602,7411350,2.5,1,100ml,"Revolution: Filloxane. A patented technology proven to: Penetrate deep within the fibre. Expand & thicken hair. The formula remains in the fibre for a long lasting effect.
What if science could give you thicker hair than nature did?A breakthrough in the science of hair, L'Oréal Laboratories have created our 1st haircare range proven to give thicker hair wash after wash*.Specially developed with Filloxane, the shampoo formula together with the conditioner, thickens the hair fibres and provides deep cleansing.*Instrumental tests on sensitised hair with shampoo and conditioner",61,OutOfStock,£,1000383110789,L'Oreal Elvive,250ml,4.3443,NewCondition,L'Oreal Elvive Fibrology Conditioner,Toiletries & Beauty
30146938,9019636,11.99,17.13,10ml,"Longwear liquid lipstick. Ultra-lightweight. Intense colour in one coat. Effortless and precise application. Transfer resistant.
Get an intense colour in one stroke with Infallible Matte Resistance longwear liquid lipstick. The ultra-lightweight, creamy formula provides a powdery matte finish that is comfortable all day long. With a precise applicator, lip contour is effortlessly defined. Lips appear smoother. Transfer proof and smudge resistant.",0,InStock,£,1000383191945,L'Oreal Paris,7ml,0,NewCondition,L'Oreal Paris Infallible Matte Resistance Liquid Lipstick 230 Shopping Spree,Toiletries & Beauty
3600523523993,5979371,2.5,0.833,100ml,"Revolution: Filloxane. A patented technology proven to: Penetrate deep within the fibre. Expand & thicken hair. The formula remains in the fibre for a long lasting effect.
What if science could give you thicker hair than nature did?A breakthrough in the science of hair, L'Oréal Laboratories have created our 1st haircare range proven to give thicker hair wash after wash*.Specially developed with Filloxane, the shampoo formula together with the conditioner, thickens the hair fibres and provides deep cleansing.*Instrumental tests on sensitised hair with shampoo and conditioner",117,InStock,£,1000005551157,L'Oreal Elvive,300ml,4.2991,NewCondition,L'Oreal Elvive Fibrology Fine Hair Thickening Shampoo,Toiletries & Beauty
3600523952199,7310744,13.95,2.45,10g,"Resists water, sweat and heat. Available in 6 Shades. Longwear, long-lasting formula, providing 24-hour no colour transfer. An easily, blendable texture. Reduces the appearance of pores and controls oil and shine. Suitable for all skin types thanks to the non-comedogenic formula.
L'Oreal Paris Infallible 24H Fresh wear foundation in a powder, covers like a foundation and mattifies like a powder.Want lasting coverage with a matte finish? Create a flawless finish with New Infallible 24H fresh wear foundation in a powder by L'Oreal Paris. A one-step foundation in a powder that gives you the lasting coverage of a liquid foundation yet mattifies like a powder, for flawless skin that looks fresh hour after hour. Water, sweat and heat resistant. A long wear powder that stays put all day, with up to 24H wear. Discover the rest of the Infallible range (including our much loved 24h Fresh wear foundation and our More Than Concealer), for the ultimate long wear makeup regime.",40,InStock,£,1000362425030,L'Oreal Paris,57g,4.45,NewCondition,L'Oreal Paris Infallible 24H Fresh Wear Foundation in a Powder Shade 330 Hazelnut,Toiletries & Beauty
3600524053772,7676051,11,11,each,"90% natural origin hair dye kit. 3x glossier shimmering colour. Optimal 1st grey coverage. Easy to use and perfect for first time colourer. Ammonia Free & lasts up to 28 washes. Includes butter mask with honey to care for your hair whilst you colour.
Say hello to Casting Natural Gloss! A New 90% natural origin* hair dye colouring kit for up to 3 x glossier, shimmering colour**. our new conditioning colouring gloss comes in a no ammonia formula for a pleasant smell and lasts up to 28 washes for 3x silkier, manageable feel and optimal 1st grey coverage***. Casting Natural Gloss is a low commitment semi permanent hair dye. Perfect for first time colourers to blend away grey hair - provides a natural looking finish. Give your hair lush, seamless, glossy colour that covers those annoying greys. It conditions and smooths each strand, for hair so healthy it shines. Also included is a butter hair mask with honey to care for your hair whilst you colour.*average natural origin of colouring cream, developer and conditioner formulas. For a natural looking result and healthy looking hair that is easy to use and perfect for first time colourers. **after multi-application of the conditioner ***instrumental test vs. before colouration",32,InStock,£,1000383170420,L'Oreal,each,3.2188,NewCondition,L'Oreal Paris Casting Natural Gloss Semi Permanent Hair Dye No Amonia Light Blonde Canelle 8.23,Toiletries & Beauty
5011408064841,3260952,10,10,each,"Covers up to 100% of greys. Gentle on scalp & hair. Nourished, healthy looking hair. Natural, multi-tonal colour result.
Includes our triple care colour ritual, 1. Caring colouring cream, 2. Caring gentle scalp post-colour shampoo, 3. Caring lightweight maskTriple Care Colour Ritual Hair Dye by ExcellenceCares for your colour. Cares for your scalp. Cares for your hair.1. Caring Colouring CreamEnriched with Pro-Keratin. Protects the hair as it colours. Long-lasting, multi-tonal colour.2. Caring Gentle Scalp Post-Colour ShampooDelicately cleanses the scalp and hair by gently rinsing away excess residue. Smooths the hair to reveal its radiance. Natural, multi-tonal colour result. Formulated specifically to be used right after colouring your hair3. Caring Lightweight MaskInfused with conditioning ingredients. Intensively nourishes the hair without weighing it down.",778,InStock,£,910000283438,L'Oreal Excellence,each,4.2057,NewCondition,L'Oreal Excellence Creme 9.1 Light Ash Blonde Permanent Hair Dye,Toiletries & Beauty
5011408039757,217292,7.5,50,100ml,"Anti wrinkle + firming action. First visible results from just 7 days. Advanced pro-retinol + fibrelastyl. Hydrating + deep action. Specially formulated for the thinner eye area.
Want glowing skin with wrinkles reduced? Revitalift is formulated with pro retinol, to reduce the appearance of wrinkles and help skin achieve a healthy looking glow.Advanced Pro-RetinolPowerful dermatologist-inspired anti-wrinkle ingredient. Helps smooth skin's surface.FibrelastylFirming complex. Helps reinforce skin elasticity for extra-firm skin.First Visible Results In 7 DaysImmediately, Eye contour is hydrated (+36%*) and toned (+26%**).In 7 days, skin of the eye contour looks smoother (+ 36,8%***), fine lines appear less visible (-10.5%***), skin looks radiant (+20,2%***).In 4 weeks, crow's feet wrinkles are reduced (-37%****), skin feels firmer*****.*Instrumental test on 24 women. **Instrumental test on 40 women. ***Clinical scorage on 52 women.****Clinical scorage on 37 women. *****Consumer test on 105 women.",48,InStock,£,21049,L'Oreal Paris,15ml,4.125,NewCondition,L'Oreal Paris Revitalift Anti-Wrinkle & Firming Eye Moisturiser Cream,Toiletries & Beauty
